Sample	2mm tape 
date	07/01/2025
	
Temperature (K)	77.00
Angle (deg.)	90.000000
field / T	0.100000
	
		
Approx. trace time (s)	60.0	
		
Current / A	V1  -sample/ uV	time/s
-0.019833	-5.301483	0.000000
-0.020150	-5.294690	0.046000
-0.019379	-5.296194	0.092000
-0.019762	-5.326654	0.138000
-0.020030	-5.501964	0.294000
-0.019910	-5.554777	0.340000
-0.019266	-5.611127	0.386000
-0.019881	-5.676299	0.431000
-0.019940	-5.729224	0.477000
-0.019720	-5.762902	0.523000
-0.019541	-5.783257	0.569000
-0.019970	-5.775767	0.615000
-0.019493	-5.749194	0.660000
-0.019338	-5.733937	0.706000
-0.002979	-5.715782	0.752000
0.038287	-5.665235	0.798000
0.090110	-5.594133	0.843000
0.134192	-5.521596	0.889000
0.315723	-5.370589	0.935000
0.361122	-5.356133	1.115000
0.406932	-5.329455	1.161000
0.579261	-5.294276	1.207000
0.626678	-5.186175	1.379000
0.672389	-5.183323	1.425000
0.718601	-5.191236	1.471000
0.764338	-5.203141	1.517000
0.807832	-5.209622	1.563000
0.854217	-5.214349	1.609000
0.899292	-5.220210	1.654000
0.946265	-5.231727	1.700000
0.992867	-5.261616	1.746000
1.038777	-5.316923	1.792000
1.084020	-5.390430	1.838000
1.129546	-5.464157	1.884000
1.173822	-5.534543	1.929000
1.220871	-5.589859	1.975000
1.266899	-5.643137	2.021000
1.423574	-5.784837	2.067000
1.469757	-5.902250	2.223000
1.514205	-6.019669	2.269000
1.681128	-6.086630	2.315000
1.727082	-5.829141	2.480000
1.771382	-5.736025	2.525000
1.816286	-5.644308	2.571000
1.862482	-5.542596	2.616000
1.908504	-5.442006	2.663000
1.954586	-5.368524	2.708000
2.001603	-5.326796	2.754000
2.046884	-5.309059	2.800000
2.092551	-5.320309	2.846000
2.137538	-5.345126	2.892000
2.183259	-5.358709	2.938000
2.229281	-5.377847	2.984000
2.275042	-5.405678	3.029000
2.322418	-5.458521	3.075000
2.367533	-5.539104	3.121000
2.780660	-5.708687	3.167000
2.825439	-5.702044	3.580000
2.871420	-5.669374	3.625000
2.916873	-5.524669	3.671000
2.964050	-5.354085	3.717000
3.010637	-5.126796	3.763000
3.056377	-4.813486	3.809000
3.101597	-4.478250	3.855000
3.146637	-4.197766	3.900000
3.192106	-4.034350	3.946000
