Sample	2mm tape 
date	07/01/2025
	
Temperature (K)	77.00
Angle (deg.)	90.000000
field / T	0.500000
	
		
Approx. trace time (s)	60.0	
		
Current / A	V1  -sample/ uV	time/s
-0.020114	-4.968047	0.000000
-0.019565	-4.899273	0.261000
-0.019457	-4.892289	0.307000
-0.020024	-4.907667	0.353000
-0.020556	-4.944824	0.399000
-0.019397	-4.992763	0.444000
-0.019720	-5.016494	0.490000
-0.020150	-5.028335	0.536000
-0.020263	-5.015773	0.582000
-0.019445	-4.997618	0.627000
-0.020006	-4.966144	0.673000
-0.020108	-4.934797	0.719000
-0.000782	-4.919559	0.765000
0.038939	-4.910407	0.811000
0.067151	-4.931909	0.856000
0.095931	-4.945828	0.902000
0.199559	-5.093490	0.948000
0.229880	-5.108312	1.104000
0.261415	-5.099675	1.149000
0.512818	-5.072021	1.195000
0.543854	-5.224517	1.573000
0.573555	-5.167762	1.619000
0.604723	-5.074067	1.665000
0.634450	-4.967612	1.711000
0.666243	-4.820002	1.757000
0.697322	-4.671848	1.802000
0.726811	-4.531437	1.848000
0.757163	-4.401675	1.894000
0.787919	-4.301545	1.940000
0.817123	-4.198465	1.985000
0.927745	-4.012773	2.031000
0.957628	-3.945932	2.195000
0.988172	-3.813035	2.241000
1.104157	-3.661809	2.287000
1.135000	-3.788587	2.461000
1.165691	-4.095562	2.507000
1.196503	-4.358799	2.553000
1.226906	-4.544288	2.599000
1.256561	-4.643161	2.645000
1.287181	-4.696009	2.690000
1.317303	-4.738757	2.736000
1.348616	-4.774308	2.782000
1.379007	-4.769652	2.828000
1.409602	-4.725335	2.873000
1.440910	-4.689865	2.919000
1.470003	-4.704829	2.965000
1.500661	-4.717776	3.011000
1.531018	-4.733048	3.056000
1.561529	-4.780573	3.102000
1.665918	-4.993797	3.148000
1.696472	-5.058110	3.304000
1.726744	-5.100305	3.349000
1.837227	-5.107793	3.395000
1.869329	-5.069552	3.561000
1.899684	-5.081315	3.607000
1.929501	-5.077485	3.653000
1.960762	-5.065116	3.699000
1.990286	-5.064507	3.745000
2.021947	-5.070828	3.790000
2.052668	-5.062446	3.836000
2.082951	-5.072903	3.882000
2.114342	-5.086626	3.928000
2.143637	-5.098149	3.974000
2.173987	-5.110905	4.020000
2.204619	-5.082932	4.065000
2.234849	-5.045405	4.111000
