Sample	2mm tape 
date	07/01/2025
	
Temperature (K)	77.00
Angle (deg.)	0.000000
field / T	0.000000
	
		
Approx. trace time (s)	60.0	
		
Current / A	V1  -sample/ uV	time/s
0.000090	-4.779778	0.000000
0.000658	-5.264301	0.489000
-0.021399	-5.558182	0.645000
-0.021208	-5.581547	0.691000
-0.021286	-5.605264	0.737000
-0.020748	-5.627930	0.782000
-0.020962	-5.650141	0.828000
-0.021429	-5.686898	0.874000
-0.021339	-5.737073	0.920000
-0.021124	-5.807816	0.966000
-0.021589	-5.885650	1.012000
-0.021673	-5.963771	1.058000
-0.021130	-6.035645	1.104000
0.030769	-6.097077	1.149000
0.081511	-6.157273	1.195000
0.136638	-6.209552	1.241000
0.319109	-6.186622	1.286000
0.372943	-6.134349	1.442000
0.425427	-6.099689	1.488000
0.629740	-6.079070	1.534000
0.682451	-5.588844	1.710000
0.735389	-5.378956	1.756000
0.789349	-5.175102	1.802000
0.843776	-5.003293	1.848000
0.898052	-4.873471	1.894000
0.951954	-4.782519	1.940000
1.005628	-4.736408	1.985000
1.057025	-4.728314	2.031000
1.110371	-4.741666	2.077000
1.163643	-4.771023	2.123000
1.217849	-4.851027	2.169000
1.272013	-4.963516	2.214000
1.325705	-5.056481	2.260000
1.379868	-5.099291	2.306000
1.589372	-5.040637	2.352000
1.643604	-4.926538	2.532000
1.697296	-4.782388	2.578000
1.749623	-4.679897	2.624000
1.930171	-4.621140	2.670000
1.983798	-4.552517	2.825000
2.037605	-4.658354	2.871000
2.092282	-4.741342	2.917000
2.145744	-4.717595	2.963000
2.197750	-4.657494	3.009000
2.251343	-4.641082	3.054000
2.304779	-4.687284	3.100000
2.357795	-4.739740	3.146000
2.412442	-4.708624	3.192000
2.466457	-4.563132	3.238000
2.520183	-4.366619	3.283000
2.572817	-4.170671	3.329000
2.625256	-3.989843	3.375000
2.678253	-3.829898	3.421000
3.197238	-3.647210	3.467000
3.250727	-3.776229	3.910000
3.304480	-3.726830	3.956000
3.358560	-3.625899	4.002000
3.410478	-3.483500	4.048000
3.463363	-3.306510	4.094000
3.516939	-3.126090	4.139000
3.571291	-2.960692	4.185000
3.625012	-2.837922	4.231000
3.679609	-2.734589	4.277000
3.733188	-2.596032	4.323000
3.785817	-2.440374	4.369000
3.838140	-2.289536	4.415000
3.891457	-2.171401	4.460000
