Sample	2mm tape 
date	07/01/2025
	
Temperature (K)	77.00
Angle (deg.)	0.000000
field / T	0.100000
	
		
Approx. trace time (s)	60.0	
		
Current / A	V1  -sample/ uV	time/s
-0.020748	-4.692004	0.000000
-0.019714	-4.748072	0.046000
-0.019565	-4.812381	0.091000
-0.020216	-4.885675	0.137000
-0.019959	-4.964523	0.183000
-0.019648	-5.041720	0.229000
-0.020628	-5.126255	0.274000
-0.020216	-5.207126	0.320000
-0.019666	-5.279845	0.366000
-0.019696	-5.347231	0.412000
-0.020204	-5.401485	0.458000
-0.020658	-5.437707	0.504000
-0.019804	-5.459269	0.549000
-0.019786	-5.465916	0.595000
0.216403	-5.654889	0.641000
0.250082	-5.681945	1.090000
0.284332	-5.578328	1.136000
0.320512	-5.412851	1.182000
0.355069	-5.212640	1.228000
0.389114	-5.015323	1.274000
0.422254	-4.899226	1.319000
0.456987	-4.859904	1.365000
0.491659	-4.753742	1.411000
0.525062	-4.573224	1.456000
0.559694	-4.363163	1.502000
0.596036	-4.192460	1.548000
0.629464	-4.116908	1.594000
0.663261	-4.154185	1.640000
0.696440	-4.247386	1.686000
0.731587	-4.370168	1.732000
0.848566	-4.741657	1.777000
0.883576	-4.809500	1.933000
0.918157	-4.857077	1.979000
1.199144	-4.844081	2.024000
1.234383	-5.177678	2.402000
1.268367	-5.114996	2.448000
1.303494	-5.051463	2.494000
1.338229	-4.951976	2.540000
1.372595	-4.819621	2.586000
1.406893	-4.683593	2.631000
1.439942	-4.546651	2.677000
1.474539	-4.419305	2.723000
1.509095	-4.308460	2.769000
1.543473	-4.213850	2.815000
1.662105	-4.026086	2.861000
1.697225	-4.010263	3.018000
1.731031	-4.006297	3.064000
1.866653	-4.012409	3.110000
1.900744	-4.079077	3.290000
1.935438	-4.118491	3.336000
1.968257	-4.159475	3.382000
2.003579	-4.182072	3.428000
2.038188	-4.184029	3.474000
2.072599	-4.181016	3.519000
2.107621	-4.199296	3.565000
2.141871	-4.236182	3.611000
2.175749	-4.272178	3.656000
2.209134	-4.306301	3.702000
2.243066	-4.341113	3.748000
2.276934	-4.342937	3.793000
2.312849	-4.322722	3.839000
2.347280	-4.320222	3.885000
2.381999	-4.343697	3.931000
2.498297	-4.565537	3.976000
2.532468	-4.656936	4.132000
2.566156	-4.752367	4.178000
